userId,itemId,rating,timestamp
127,10,5,1620705715
128,10,5,1608271039
129,11,5,1609679833
130,12,5,1626150354
131,12,5,1635223979
132,12,5,1625820712
133,12,5,1629190208
134,12,1,1629187526
135,12,4,1639451778
136,12,5,1631631651
137,12,1,1636622654
49,13,1,1637755666
138,13,5,1637493778
34,13,5,1636724569
139,13,5,1636792788
140,13,5,1636718673
141,13,5,1637802192
142,13,5,1636435846
143,13,5,1640146087
144,13,5,1636758594
145,13,4,1640414556
37,13,5,1637596676
146,13,5,1637749098
147,13,5,1637807911
20,13,5,1636714141
148,13,5,1638598926
149,13,5,1637807826
150,13,5,1636601447
151,13,5,1639553487
152,13,5,1637736596
153,13,5,1636568817
154,14,4,1633492533
155,14,5,1635048274
156,14,5,1634954286
157,14,5,1626189469
158,14,5,1628674277
159,14,2,1635832127
160,14,4,1624252272
161,14,5,1635165532
162,14,4,1636701968
163,14,5,1629601488
164,14,5,1634826664
165,14,5,1630421471
166,14,5,1635245941
167,14,5,1633193557
117,14,5,1625074060
168,14,5,1623330433
74,14,5,1624235560
146,14,5,1634264819
169,15,5,1629386999
170,15,5,1626185852
171,15,1,1634962617
172,15,3,1631670899
163,15,5,1625837110
173,15,5,1627022378
174,15,5,1634266789
19,15,5,1637903224
175,15,5,1626531505
176,15,5,1621502728
177,15,5,1635458438
178,15,5,1627657674
179,15,5,1632289770
180,15,5,1626267702
122,16,5,1616463996
181,16,1,1640418368
182,16,5,1628775233
183,16,5,1621679417
184,16,5,1635657849
185,16,4,1627543754
186,16,5,1637546474
187,16,5,1610370629
188,16,5,1632911666
189,16,1,1633003413
190,16,5,1621747050
191,16,5,1634035386
144,16,5,1631433224
0,16,5,1635299755
192,16,5,1633613944
193,16,5,1635433145
194,16,2,1636968082
195,17,1,1620086412
196,17,5,1634398438
197,17,5,1626610238
198,17,5,1631869134
199,17,5,1639054258
164,17,5,1634826722
200,17,5,1635076133
201,17,5,1628759569
202,17,3,1619249280
203,17,3,1636288612
204,17,4,1621403136
148,17,5,1615276717
205,17,5,1625665286
206,17,5,1634095017
207,17,5,1639472896
208,17,5,1625137420
209,17,5,1634622681
210,17,5,1629083996
211,17,5,1586262281
212,17,4,1619178721
213,18,1,1634726186
214,18,5,1629117906
157,18,5,1626705452
215,18,5,1621829378
216,18,5,1636104988
217,18,5,1639533870
218,18,4,1634782093
108,18,5,1634835489
219,19,4,1633937784
220,19,5,1628742798
221,19,5,1633845081
222,19,5,1628597357
223,19,5,1635227539
224,19,5,1629537235
225,19,2,1633867980
226,19,3,1629730836
227,19,5,1628594459
228,19,4,1635252451
229,19,5,1629190318
230,19,5,1634636628
231,19,3,1630060850
196,19,5,1638157704
232,19,5,1629565466
233,19,2,1629997768
234,19,5,1628919248
235,19,5,1634000727
236,19,5,1629704397
237,19,5,1628585480
238,19,5,1634572256
239,19,5,1628578512
240,19,5,1635427212
241,19,5,1635129879
242,19,5,1628407188
243,19,5,1635942496
244,19,1,1635843426
245,19,5,1640392768
246,19,5,1631335318
247,19,5,1633956690
193,19,5,1629685767
199,19,4,1634353358
248,19,5,1629169090
249,19,5,1629128553
250,19,5,1634214088
251,19,5,1633765363
252,20,5,1637044101
253,20,5,1621438351
144,20,5,1631956299
178,20,4,1622989610
148,20,3,1600589492
240,20,5,1635427100
254,20,5,1622781963
43,20,5,1633528773
76,20,5,1639112923
255,20,5,1637225043
246,20,5,1632560961
256,20,5,1583249834
257,21,5,1629647177
258,21,5,1625128129
259,21,5,1629446838
260,21,5,1625626096
37,21,5,1632987188
261,21,5,1633270453
262,21,5,1626692556
263,21,5,1628849795
264,21,5,1627199656
265,21,4,1629358217
266,21,5,1604724173
267,21,5,1629097013
268,21,5,1632284139
269,21,5,1626530608
270,21,5,1628841744
244,21,5,1624457806
271,21,5,1629697402
272,21,5,1638597908
273,21,5,1632904205
274,21,4,1633512330
275,21,5,1621664188
276,21,5,1629010263
277,21,5,1627963929
278,21,5,1603086394
251,21,5,1626880220
279,22,5,1627961011
280,22,5,1640176923
281,22,5,1638435845
282,22,5,1634710176
283,22,5,1638365769
284,22,5,1632396032
285,22,5,1639469413
220,22,5,1637161632
286,22,4,1640099153
287,22,5,1637864860
150,22,5,1636601450
288,22,5,1628961084
289,22,5,1632664636
151,22,5,1639554594
290,22,5,1636246887
291,22,5,1635218601
292,22,5,1634443354
293,22,5,1639362532
294,22,5,1637407556
295,22,5,1634540087
296,22,5,1639631444
297,22,5,1639147247
298,22,5,1637044724
299,23,5,1611731913
300,23,1,1612108056
185,23,4,1633242492
286,23,3,1553480265
301,23,5,1619272290
302,23,5,1632555558
303,23,5,1629021604
304,23,5,1624166374
305,23,5,1633710646
306,23,5,1634917923
142,23,5,1628494771
307,23,5,1631799278
308,23,5,1633669178
309,23,5,1621191670
37,23,5,1632763468
310,23,5,1623332041
311,23,5,1629039271
312,23,5,1634454591
163,23,5,1611749666
275,23,5,1621664158
277,23,4,1629127267
313,23,4,1629606868
314,23,5,1634813283
315,23,5,1599107139
316,24,5,1631350210
317,24,5,1615459902
199,24,5,1639054274
201,24,5,1628759371
318,24,5,1628312378
319,24,5,1633055406
320,24,5,1636184021
321,24,5,1572687074
322,24,4,1561910541
210,24,5,1629083997
212,24,4,1619178648
323,24,5,1628319363
216,25,5,1638856345
324,25,5,1628480075
325,25,3,1635309550
188,25,4,1634630918
305,25,5,1633710641
326,25,5,1629369446
327,25,5,1633921802
328,25,5,1632463501
329,25,5,1628318799
43,25,5,1633528862
330,25,4,1628142880
242,25,5,1634125955
331,25,5,1628996394
332,25,4,1634479631
333,25,5,1611588272
334,25,5,1633853038
335,25,5,1633748063
336,25,5,1633496861
108,25,5,1634835555
36,25,4,1635748167
216,26,5,1633559126
337,26,5,1627897228
338,26,5,1637662125
324,26,5,1628954102
339,26,5,1622985042
42,26,5,1628784678
236,26,5,1635436755
43,26,5,1635495221
340,26,4,1635581323
41,26,5,1635562080
334,26,5,1633853048
179,26,5,1635269356
252,27,5,1637044122
23,27,5,1622818627
190,27,5,1632563074
341,27,5,1578496266
342,27,5,1639644528
144,27,5,1631433213
343,27,5,1631691656
192,27,5,1633614071
344,27,5,1636800573
345,27,3,1634307110
346,27,5,1631554345
246,27,5,1631334364
347,27,3,1625225164
148,27,5,1632488809
348,27,5,1636851493
349,27,5,1607157563
350,27,5,1621498797
57,28,1,1638683390
190,28,5,1633672782
351,28,5,1636275303
352,28,5,1636119010
353,28,5,1636116713
28,28,5,1636278321
354,28,5,1636271795
355,28,5,1628469074
240,28,5,1636290452
356,28,5,1636432137
357,28,5,1612682044
168,28,5,1621729781
358,28,4,1635947513
359,28,5,1635913508
360,28,5,1638945750
361,28,5,1622639285
350,28,5,1635911464
362,28,5,1636119410
363,28,3,1634992226
364,28,5,1636254110
365,28,4,1637816454
366,28,5,1635086568
367,28,5,1592234996
137,28,4,1638015934
368,29,5,1629180434
196,29,4,1634261290
369,29,1,1635487402
264,29,5,1628131404
179,29,3,1631721911
370,29,5,1633579692
74,29,5,1624235530
167,29,5,1633193553
193,29,5,1639752404
371,29,5,1628400573
372,29,5,1638122998
373,29,5,1633952756
43,29,5,1633528595
293,29,5,1634803952
374,29,5,1635687385
350,30,5,1635311889
375,30,5,1635074808
107,30,5,1635498815
189,30,5,1636698668
376,30,5,1635311258
377,30,5,1635233555
193,30,5,1636628422
378,30,5,1635264313
379,30,5,1634903370
380,30,5,1636776111
381,30,5,1635140971
382,30,5,1633888495
383,30,5,1636011898
384,30,5,1635524792
385,30,5,1634733274
386,30,5,1634957247
387,30,5,1634266626
388,30,5,1636555997
389,30,5,1636780521
390,30,5,1636196428
391,31,5,1634800813
179,31,5,1634060456
392,31,5,1635319201
28,31,5,1637838369
55,31,1,1639723794
393,31,1,1639901992
394,31,4,1634543496
395,32,5,1636715062
240,32,5,1635427166
396,32,5,1637208027
397,32,5,1637406397
82,32,5,1638161470
398,32,5,1635262983
399,32,5,1639471457
400,32,5,1636550668
36,32,5,1637841438
401,32,5,1637029189
11,32,5,1637373302
402,32,4,1637307248
403,32,5,1637548626
404,32,5,1636848563
19,32,5,1637205666
19,32,5,1637205650
405,32,5,1637252087
406,32,5,1639132779
185,33,4,1633242664
259,33,5,1629446942
276,33,5,1633442402
407,33,5,1633432229
408,33,5,1613671105
409,33,5,1631606015
266,33,4,1619206617
410,33,1,1634616567
411,33,5,1624104937
412,33,5,1634122403
413,33,5,1633629564
8,33,4,1628998817
55,33,1,1639724133
414,33,5,1636018267
396,33,4,1635152936
415,33,5,1629721565
299,33,5,1635237476
416,33,5,1634110312
417,34,5,1624682393
185,34,4,1627543768
418,34,2,1635677360
419,34,2,1584363890
190,34,5,1633672823
420,34,5,1621862112
392,34,1,1635597203
360,34,5,1624238369
421,34,5,1636214419
422,34,2,1640002638
144,34,5,1631433254
423,34,5,1625885699
424,34,5,1632313955
202,34,3,1598148767
425,34,5,1621418642
426,34,5,1600778641
427,34,4,1621950605
428,34,4,1638086177
194,34,5,1611908807
43,34,5,1633528693
429,34,5,1625720555
430,34,5,1632662137
80,34,5,1625680865
431,34,5,1623291568
21,34,5,1623919044
258,35,1,1634120204
233,35,4,1633637477
432,35,2,1639998836
433,35,5,1639893852
138,35,5,1637904222
434,35,5,1636883052
435,35,5,1636374830
436,35,5,1637409385
151,35,5,1640170866
289,35,5,1636901841
296,35,1,1639628870
437,35,5,1633672981
438,35,5,1639452161
439,35,5,1639382069
49,35,5,1634996371
335,36,5,1633748186
440,36,5,1634646951
401,36,5,1633863929
441,36,5,1629083176
442,36,4,1629004138
443,36,5,1634383343
402,36,4,1639400261
444,36,5,1634185286
445,36,5,1631504051
446,36,5,1634903121
447,36,5,1638585986
448,36,5,1637479787
449,36,4,1632413307
450,36,3,1635168462
451,36,5,1634576125
452,36,5,1634190177
453,36,5,1636995487
454,36,5,1631547604
455,36,5,1635017599
456,37,5,1605083426
457,37,4,1629376755
318,37,1,1633606285
90,37,5,1637458106
458,37,5,1635938923
459,37,5,1638518807
192,37,5,1632731700
460,37,5,1606561241
461,37,5,1636518839
462,37,5,1635841717
463,37,1,1639484258
464,37,5,1629686014
465,37,5,1640235213
466,37,4,1636689037
467,37,5,1640401053
468,37,5,1625825409
448,37,5,1631162613
274,37,4,1614863235
469,37,5,1633848803
377,37,5,1597673214
470,37,5,1637743081
471,37,5,1602487438
472,38,5,1639382068
318,38,1,1633606295
473,38,5,1636424126
240,38,5,1608096689
199,38,5,1634017979
164,38,5,1634826563
474,38,4,1627648106
436,38,5,1634825894
475,38,5,1620192397
476,38,5,1617691247
245,38,5,1634349947
164,38,5,1623564181
477,38,5,1600340572
475,38,5,1619223468
478,38,5,1636182927
479,38,4,1632073843
480,38,5,1636425577
481,38,5,1626001481
87,38,5,1636723917
482,38,4,1627105446
483,38,5,1598243917
476,38,5,1612576868
478,38,5,1619654830
484,38,5,1633256302
485,38,3,1628507068
486,38,5,1626956376
192,38,5,1632292547
487,38,5,1627126116
35,38,5,1624094545
488,38,5,1635988547
489,38,5,1633946085
490,38,5,1626321512
491,38,5,1600611224
492,39,1,1640240656
493,39,3,1607564712
351,39,5,1630659427
494,39,5,1621331208
392,39,5,1635318714
495,39,5,1621846894
168,39,5,1635261048
496,39,5,1629014418
497,39,5,1623812105
142,39,5,1633846319
498,39,5,1619367545
144,39,5,1635071092
43,39,5,1637105549
499,39,5,1627701632
109,39,5,1636227274
500,39,5,1634084521
391,39,5,1634034200
501,39,5,1607393761
502,39,5,1623000440
503,39,5,1628560395
152,39,5,1625922037
504,39,5,1633874294
310,39,5,1619253497
309,40,5,1630848554
505,40,5,1610010408
506,40,5,1625817363
507,40,5,1618149282
508,40,5,1639363434
509,40,5,1623039589
510,40,5,1616424407
165,40,5,1630421790
511,40,5,1597764087
512,40,2,1619326128
513,40,5,1625064640
514,40,5,1604652303
515,40,5,1636967157
466,40,4,1616465105
103,40,4,1618068554
4,40,5,1613998325
234,40,5,1625552957
486,40,5,1603768275
307,40,5,1622712823
516,40,4,1615792085
192,40,5,1632731698
517,40,5,1624334936
518,40,1,1620146700
519,41,5,1634986216
520,41,5,1627483436
383,41,5,1635912873
521,41,3,1609047341
26,41,5,1628293140
522,41,5,1633497861
523,41,5,1635809504
524,41,5,1626329183
525,41,2,1627011165
526,42,4,1626355011
198,42,5,1574322028
175,42,5,1626531887
527,42,5,1635660583
165,42,5,1610960326
350,42,5,1634388511
528,42,5,1577754790
529,42,5,1634183292
530,42,4,1621751991
29,42,5,1631602100
143,42,5,1637727505
19,42,5,1637205688
531,42,5,1629599258
532,42,5,1619098871
533,43,5,1637741372
534,43,5,1637740835
535,43,5,1635438423
536,43,5,1633318853
439,43,5,1639614480
537,43,5,1633405398
295,43,5,1637578318
538,44,4,1635741964
539,44,5,1635052039
505,44,3,1634813537
316,44,5,1633000181
165,44,5,1630423014
168,44,5,1635261072
287,44,5,1632157035
540,44,4,1633849003
541,44,5,1632411831
542,44,5,1629699323
43,44,5,1637105569
543,44,5,1634029763
368,44,5,1633684405
544,44,5,1633495039
405,44,5,1635504936
179,44,5,1632289703
545,44,5,1628141971
53,44,5,1629273765
391,44,5,1633925099
546,44,5,1634997270
547,44,5,1637502726
548,44,4,1638194223
489,44,5,1639640038
378,45,4,1635264470
549,45,5,1635249636
163,45,5,1631796862
550,45,5,1634995925
391,45,5,1635216858
43,45,5,1636134576
179,45,3,1633348880
49,45,5,1634996928
551,45,5,1635052330
548,45,4,1638194202
552,45,5,1634751042
233,46,5,1636092494
553,46,2,1626337125
554,46,2,1634545481
163,46,5,1637472716
555,46,5,1638969756
545,46,5,1634872654
397,46,5,1637406350
254,46,5,1631441949
9,46,5,1638005249
467,46,3,1640401146
113,46,2,1637389402
556,46,5,1639919659
557,46,4,1639798385
558,46,4,1637768699
559,46,5,1639406013
321,46,3,1626240220
560,46,5,1634356574
561,46,4,1633741693
562,47,5,1629031210
227,48,5,1638854883
563,48,3,1638241661
545,48,5,1633956336
309,48,5,1621191286
410,48,1,1633093638
564,48,5,1619289306
281,48,5,1640427602
565,48,5,1632303933
234,48,5,1629351851
566,48,5,1634455932
567,48,4,1632452434
568,48,5,1607341312
569,48,5,1612172330
570,48,4,1626524419
571,48,3,1634516738
356,48,5,1638421203
447,48,5,1632199136
8,48,4,1632817947
28,48,5,1630731810
133,49,5,1629190274
572,49,3,1639622861
317,49,5,1619249244
212,49,4,1619178846
573,49,5,1637221563
574,49,5,1629555459
575,49,5,1607731615
576,49,5,1634572470
577,49,5,1634302064
578,49,5,1622975565
206,49,5,1634095040
579,49,5,1575129417
580,49,5,1626526339
581,50,5,1622876832
582,50,3,1576776824
583,50,5,1634563802
584,50,5,1628825582
585,50,4,1628485742
503,50,5,1628737154
586,50,5,1621000830
587,50,5,1623500777
441,50,1,1622121362
165,50,5,1610960414
588,50,3,1584184390
589,51,5,1640178739
19,51,5,1640004677
590,51,5,1639503369
163,51,5,1639547943
591,51,5,1639654920
592,51,5,1639284402
502,51,5,1639718039
148,51,5,1639806601
593,51,5,1640184449
594,51,5,1638768660
595,51,5,1639892344
596,51,5,1639723175
597,52,5,1623461937
598,52,5,1623658703
132,52,5,1627533757
599,52,5,1634833048
215,52,5,1634877623
45,52,5,1621136699
569,52,5,1630515044
600,52,5,1625587142
601,52,5,1632906217
146,52,5,1622544511
552,52,1,1633777931
602,52,5,1626667651
603,52,5,1637485484
604,52,5,1625072810
353,52,5,1639313234
605,52,5,1623566999
606,52,2,1619787411
146,52,5,1639796115
607,52,5,1618871490
259,52,1,1635838215
608,52,1,1633160999
609,52,5,1622352740
466,52,4,1617241316
122,53,4,1616499755
87,53,5,1634890478
610,53,5,1634013296
611,53,5,1623507580
612,53,5,1637152268
592,53,5,1634043506
375,53,5,1639311176
613,53,5,1633779998
614,53,5,1636967356
615,54,5,1640226168
392,54,5,1640144439
144,54,5,1637671938
616,54,5,1640340676
281,54,5,1638435884
391,54,5,1639532274
617,54,5,1639364943
139,54,5,1640220323
287,54,5,1637864841
148,54,5,1637485115
356,54,5,1637721499
393,54,1,1639647870
416,54,5,1638017065
618,54,5,1640277237
619,54,5,1639487151
152,54,5,1637336826
620,55,5,1623124743
621,55,1,1629088554
622,55,5,1623192228
623,55,5,1635472529
624,55,5,1633343255
625,55,5,1633837462
626,55,4,1636645378
627,55,5,1633824011
628,55,4,1628580710
629,55,5,1637398557
630,56,5,1636623306
631,56,5,1633932969
329,56,5,1634953942
190,56,5,1632995814
436,56,5,1637409442
632,56,4,1640183144
633,56,5,1634616218
164,56,5,1637410700
391,56,5,1633266420
537,56,5,1633405469
634,56,5,1635271174
295,56,5,1640231598
635,56,5,1634101758
636,57,5,1617247984
177,57,5,1635458280
637,57,5,1620185760
28,57,5,1630731976
638,57,5,1639487547
639,57,5,1630417624
401,57,5,1637028530
640,57,5,1625927368
201,57,5,1630501311
621,57,4,1619890620
641,57,4,1633405128
70,57,5,1627019171
642,57,5,1636723731
643,58,5,1635613155
644,58,5,1621062655
645,58,5,1618660607
646,58,5,1635560525
164,58,5,1634014467
273,58,5,1634396166
647,58,5,1639655285
648,58,5,1632321418
649,58,5,1633930288
650,58,5,1635009142
651,58,5,1620371830
652,58,5,1639878530
653,58,5,1626349466
654,59,5,1640415773
654,59,5,1564238288
165,59,5,1618539214
655,59,4,1639660623
656,59,5,1640067521
657,59,5,1625667146
261,59,3,1633270449
199,59,5,1639047771
658,59,5,1595084880
659,59,5,1638352174
206,59,5,1633870381
210,59,5,1628859908
660,59,5,1636563081
661,59,5,1626169582
263,59,5,1629117363
662,59,5,1634036807
198,60,5,1632362071
199,60,5,1639047810
317,60,4,1637515582
204,60,5,1621077193
572,60,3,1636359481
212,60,4,1619178783
663,60,3,1614997215
210,60,5,1629283948
576,60,5,1628661806
664,60,5,1634890115
665,61,1,1640077199
440,61,5,1634735023
529,61,5,1608991969
448,61,5,1636301054
666,61,5,1619184544
667,61,5,1626923584
307,61,2,1631984751
663,61,4,1629696066
443,61,5,1634994087
383,61,5,1633875812
476,61,5,1618035602
28,61,5,1630732038
668,61,5,1631928297
447,61,5,1638585973
449,61,5,1630772779
566,61,5,1634401576
485,61,3,1628507461
669,61,5,1633168929
670,61,5,1619403525
671,61,5,1608176306
672,61,5,1640166922
451,61,5,1634576141
673,61,4,1616853331
640,61,5,1625927421
674,62,5,1638124155
675,62,1,1613791590
27,62,5,1606831821
495,62,4,1614098306
676,62,5,1625737701
240,62,5,1635427200
371,62,5,1630917661
465,62,3,1624506077
484,62,5,1634040273
677,62,4,1628306444
678,62,5,1611383544
679,62,5,1623001288
680,62,5,1625010020
445,62,5,1633055968
247,62,5,1631255879
681,62,5,1628501188
682,62,5,1628582117
683,62,5,1635631292
684,62,1,1584429817
685,62,5,1628568195
686,62,5,1633585566
687,62,5,1636882767
688,62,5,1616240861
413,62,5,1633924406
388,62,5,1637147402
689,62,5,1634708570
690,63,5,1614488280
0,63,5,1635239601
193,63,5,1623845349
691,63,4,1632454957
545,63,5,1637129321
679,63,5,1623001396
255,63,5,1626675659
666,63,5,1619489240
692,63,5,1625711342
289,63,5,1607957825
4,63,5,1624343820
693,63,3,1625468073
694,63,5,1629389140
82,63,5,1626157340
695,63,5,1626864502
310,64,2,1637041551
538,64,5,1636701125
696,64,3,1634809575
697,64,5,1636187236
335,64,5,1633748144
698,64,5,1612427121
334,64,5,1635930071
442,64,5,1631625884
448,64,5,1637479854
699,64,5,1638363863
28,64,5,1630731887
604,64,5,1632243004
441,64,5,1629083179
449,64,4,1632413313
416,64,3,1639399941
700,64,4,1633118210
447,64,5,1638586018
566,64,5,1634109374
8,64,4,1632817929
445,64,4,1632576621
453,64,5,1636995474
701,64,5,1634982341
455,64,5,1635017564
203,64,5,1639101955
683,65,5,1635167260
90,65,5,1636791777
683,65,5,1635631286
227,65,5,1637393202
539,65,5,1636282170
13,65,5,1639466951
702,65,5,1635258081
43,65,5,1637105559
184,65,5,1636104214
703,65,5,1636692955
436,65,5,1637409675
36,65,5,1639556377
704,65,1,1635595284
383,65,5,1636011855
705,65,5,1638163093
548,65,4,1638194214
405,65,5,1637730491
706,65,4,1636620298
707,65,5,1635664353
708,65,5,1636869568
709,65,5,1636592841
710,66,5,1636000274
36,66,1,1640343380
711,66,5,1635330062
712,66,5,1634130860
163,66,5,1633860985
167,66,5,1633049514
392,66,5,1634660459
698,66,4,1634222301
9,66,5,1629343435
139,66,5,1635561117
539,66,5,1635740111
713,66,5,1626458592
714,66,5,1628655990
687,66,5,1640344129
715,66,5,1629461936
716,66,5,1640001642
704,66,5,1626002654
220,66,5,1633069951
717,66,5,1635595807
552,66,5,1629414152
718,66,5,1632743138
719,66,5,1627894518
720,66,5,1632844347
548,66,4,1638194184
721,66,5,1637160284
405,66,5,1635598261
176,67,5,1622502102
722,67,5,1621190784
723,67,5,1619750368
724,67,5,1619463298
253,67,5,1620061893
59,67,5,1619491702
479,67,1,1634222930
725,67,5,1632460419
726,67,5,1635752753
727,67,5,1633058415
728,67,5,1619227142
324,67,5,1628954169
728,67,5,1619174197
392,67,5,1635319517
729,67,5,1629689027
336,67,5,1633355615
283,67,5,1635777432
730,67,4,1633947694
2,67,1,1636799172
731,67,5,1629173392
186,67,5,1635512537
569,67,5,1631895046
246,67,5,1630989645
248,67,5,1628560559
163,67,5,1614505044
732,67,5,1628397747
457,67,5,1623815001
54,67,5,1631328754
607,67,5,1629691131
733,67,5,1629883697
734,67,4,1631068887
61,67,5,1630926156
735,67,5,1633097894
399,67,5,1639471546
736,68,5,1628994145
737,68,5,1623908496
524,68,4,1625738914
738,68,5,1638966444
739,68,5,1626855434
561,68,4,1633741690
160,68,4,1629139322
651,68,5,1637052561
740,69,4,1599642781
741,69,5,1636005245
742,69,5,1607745958
743,69,5,1639656845
26,69,5,1632714355
241,69,4,1635129907
505,69,5,1636281752
744,69,5,1629516281
745,69,5,1634735219
746,69,4,1630640710
747,69,5,1626850997
633,69,5,1636196796
748,69,5,1626696294
749,69,5,1639623950
54,69,5,1630842349
559,69,5,1631697693
750,69,5,1639942989
751,69,2,1623557497
752,69,4,1605779340
157,70,5,1629872059
753,70,5,1623158516
252,70,5,1636113350
75,70,5,1633602159
190,70,5,1628695242
274,70,4,1636803501
754,70,5,1622997377
227,70,5,1638854835
569,70,5,1630490435
392,70,5,1635320172
348,70,5,1623599636
170,70,5,1626185749
240,70,5,1622609068
755,70,5,1629363764
148,70,5,1623467220
43,70,5,1634259994
756,70,5,1635293710
757,70,5,1635249332
603,70,5,1635509593
733,70,5,1633061087
306,70,5,1633334733
50,70,5,1625810047
16,70,5,1623228052
36,70,5,1639556247
271,70,1,1591018462
19,70,5,1637078148
405,70,5,1636943761
705,70,5,1638187245
758,70,5,1634714743
759,70,5,1633865127
760,70,5,1627097517
761,70,5,1634774082
165,71,5,1637221763
762,71,5,1626425485
261,71,5,1638411202
763,71,5,1637579863
445,71,5,1634305239
764,71,5,1638193451
113,71,5,1637074586
765,71,5,1629407091
766,71,5,1636690230
767,71,5,1639643942
768,71,5,1633165749
434,72,5,1636374463
522,72,5,1631625666
769,72,5,1589440514
770,72,5,1636545861
771,72,5,1636768658
538,73,4,1636623921
772,73,5,1637500711
77,73,5,1634735819
11,73,5,1638957363
773,73,5,1636963402
774,73,5,1637395839
416,73,5,1639566555
775,73,5,1639745263
776,74,1,1612597795
30,74,1,1612668668
0,74,5,1635239599
69,74,5,1626600537
159,74,5,1637854215
425,74,5,1632215432
33,74,3,1624617947
777,74,5,1611665426
432,74,5,1636154732
729,74,5,1635676913
778,74,4,1634104485
779,74,3,1633849135
703,74,5,1635576998
678,74,5,1611633635
770,74,5,1629113870
780,74,5,1636256788
4,74,5,1613998070
593,74,5,1637659356
781,74,5,1619411733
782,74,5,1625893642
16,74,5,1624274286
783,74,5,1633415648
784,74,4,1617855175
72,74,5,1634895538
785,74,5,1622295987
786,75,3,1624779303
787,75,4,1588225897
165,75,5,1614840584
788,75,5,1623294221
789,75,5,1638173674
790,75,5,1596791475
791,75,4,1632458715
792,75,4,1632562192
565,75,5,1625110989
793,76,5,1634301971
185,77,4,1619265091
227,77,5,1638587886
794,77,5,1624094098
44,77,5,1621306664
795,77,5,1615988303
796,77,5,1635905313
797,77,5,1625122751
543,77,5,1634029767
49,77,5,1634996897
758,77,5,1616831667
27,77,5,1627277006
798,77,5,1634568810
